9.59E+01	-11844.38075
9.89E+01	-11844.42922
1.02E+02	-11844.46577
1.05E+02	-11844.49173
1.08E+02	-11844.50832
1.12E+02	-11844.51663
1.15E+02	-11844.51765
1.18E+02	-11844.51222
1.22E+02	-11844.50109
