Last login: Thu Feb 20 14:12:20 on ttys000
maclab-103:~ hanse109$ ps
  PID TTY           TIME CMD
21897 ttys001    0:00.01 -bash
maclab-103:~ hanse109$ ps x
  PID   TT  STAT      TIME COMMAND
hanse109         20679   0.0  0.1  4361348  15248   ??  S     2:00PM   0:01.16 /usr/libexec/nsu
hanse109         20677   0.0  0.2  4359992  33968   ??  S     2:00PM   0:00.14 /System/Library/
hanse109         20676   0.0  0.1  4355344  12920   ??  Ss    2:00PM   0:00.05 /System/Library/
hanse109         20675   0.0  0.4  4932140  62636   ??  S     2:00PM   0:00.62 /System/Library/
hanse109         20669   0.0  0.1  4357272  17308   ??  S     2:00PM   0:00.19 /usr/sbin/userno
hanse109         20668   0.0  0.1  4355488  19056   ??  S     2:00PM   0:00.06 /usr/libexec/rap
hanse109         20663   0.0  0.1  4327352  18352   ??  S     2:00PM   0:00.08 /System/Library/
hanse109         20656   0.0  0.1  4359624  19148   ??  S     2:00PM   0:00.31 /usr/libexec/nsu
hanse109         20654   0.0  0.1  4355748  22904   ??  S     2:00PM   0:00.15 /System/Library/
hanse109         20653   0.0  0.1  4359992  10704   ??  S     2:00PM   0:00.16 /System/Library/
hanse109         20647   0.0  0.0  4327508   6340   ??  S     2:00PM   0:00.02 /System/Library/
hanse109         20646   0.0  0.1  4364604  19652   ??  S     2:00PM   0:00.17 /System/Library/
hanse109         20645   0.0  0.1  4358296   8960   ??  S     2:00PM   0:00.58 /System/Library/
hanse109         20643   0.0  0.2  4368920  37392   ??  S     2:00PM   0:02.36 /System/Library/
hanse109         20642   0.0  0.2  4363156  32736   ??  S     2:00PM   0:00.16 /System/Library/
hanse109         20631   0.0  0.1  4358800  15088   ??  S     2:00PM   0:00.12 /usr/libexec/sec
hanse109         20630   0.0  0.2  4382604  31928   ??  S     2:00PM   0:01.81 /usr/libexec/tru
hanse109         20629   0.0  0.2  4368180  34188   ??  S     2:00PM   0:00.38 /System/Library/
hanse109         20627   0.0  0.1  4362064  13132   ??  S     2:00PM   0:00.30 /usr/sbin/univer
hanse109         20623   0.0  0.2  4357160  36388   ??  S     2:00PM   0:00.45 /usr/libexec/Use
root             20350   0.0  0.1  4355036  11300   ??  Ss   10:24AM   0:00.13 /System/Library/
hanse109         20340   0.0  0.5  4451632  87232   ??  S    10:24AM   0:01.11 /System/Library/
delun002         20236   0.0  0.1  4377648  16076   ??  S    10:22AM   0:00.17 /System/Library/
delun002         20230   0.0  0.2  4885740  32588   ??  Ss   10:22AM   0:00.25 /System/Library/
_cmiodalassistants 20225   0.0  0.0  4355644   8180   ??  Ss   10:21AM   0:00.04 /System/Library/
thoma130         20223   0.0  0.0  4318432   4972   ??  S    10:21AM   0:00.01 /System/Library/
thoma130         20145   0.0  0.1  4355080  10472   ??  S    10:21AM   0:00.02 /System/Library/
thoma130         20106   0.0  0.1  4329020  10800   ??  S    10:21AM   0:00.02 /System/Library/
thoma130         20067   0.0  0.1  4319496  12496   ??  S    10:21AM   0:00.02 /System/Library/
delun002         20066   0.0  0.2  4378572  33352   ??  S    10:21AM   0:00.32 /System/Library/
thoma130         20061   0.0  0.1  4361708  17872   ??  S    10:21AM   0:00.95 /System/Library/
thoma130         19996   0.0  0.1  4354252  23120   ??  S    10:20AM   0:00.04 /System/Library/
thoma130         19970   0.0  0.1  4358256  14200   ??  S    10:20AM   0:02.28 /usr/libexec/pkd
thoma130         19907   0.0  0.1  4354528   8560   ??  S    10:20AM   0:00.11 /System/Library/
root             19885   0.0  0.1  4355256  18280   ??  Ss   10:20AM   0:00.05 /usr/libexec/dmd
delun002         19872   0.0  0.1  4370232  19396   ??  S    10:20AM   0:00.34 /System/Library/
delun002         19870   0.0  0.4  4960156  59828   ??  S    10:20AM   0:00.65 /System/Library/
delun002         19860   0.0  0.2  4369836  34688   ??  S    10:20AM   0:00.46 /usr/libexec/sha
delun002         19845   0.0  0.1  4355032  17576   ??  S    10:20AM   0:00.10 /System/Library/
delun002         19844   0.0  0.1  4357276  18084   ??  S    10:20AM   0:00.04 /usr/libexec/dmd
thoma130         19842   0.0  0.1  4354680  18444   ??  S    10:20AM   0:00.06 /System/Library/
delun002         19826   0.0  0.2  4405200  30804   ??  S    10:20AM   0:00.55 /usr/libexec/stu
thoma130         19823   0.0  0.1  4362800  21852   ??  S    10:20AM   0:04.74 /usr/libexec/sec
thoma130         19822   0.0  0.1  4357972  14580   ??  S    10:20AM   0:00.26 /usr/libexec/lan
thoma130         19808   0.0  0.2  4368436  26264   ??  S    10:20AM   0:12.76 /usr/libexec/lsd
thoma130         19799   0.0  0.0  4328420   4776   ??  S    10:20AM   0:00.30 /usr/sbin/distno
thoma130         19770   0.0  0.0  4327720   3528   ??  S    10:20AM   0:00.75 /usr/sbin/cfpref
thoma130         19769   0.0  0.1  4354188  10544   ??  S    10:20AM   0:00.03 /System/Library/
highm003         18690   0.0  0.0  4327756   5528   ??  S    Wed02PM   0:00.02 /System/Library/
highm003         18684   0.0  0.1  4456244  15344   ??  S    Wed02PM   0:00.07 /System/Library/
highm003         18132   0.0  0.1  4353976  22960   ??  S    Wed01PM   0:00.06 /System/Library/
highm003         18077   0.0  0.1  4355080  10448   ??  S    Wed01PM   0:00.03 /System/Library/
highm003         18029   0.0  0.1  4329020  10836   ??  S    Wed01PM   0:00.03 /System/Library/
highm003         17991   0.0  0.2  4455180  33636   ??  S    Wed01PM   0:00.13 /System/Library/
highm003         17914   0.0  0.1  4358300  14300   ??  S    Wed01PM   0:01.01 /usr/libexec/pkd
highm003         17869   0.0  0.1  4360616  13140   ??  S    Wed01PM   0:01.03 /usr/libexec/sec
highm003         17863   0.0  0.1  4355364  18544   ??  S    Wed01PM   0:00.10 /System/Library/
highm003         17830   0.0  0.1  4358976  11044   ??  S    Wed01PM   0:00.44 /usr/libexec/lsd
highm003         17826   0.0  0.0  4328420   4892   ??  S    Wed01PM   0:00.46 /usr/sbin/distno
highm003         17803   0.0  0.0  4327756   3444   ??  S    Wed01PM   0:01.00 /usr/sbin/cfpref
highm003         17802   0.0  0.1  4354188  10956   ??  S    Wed01PM   0:00.04 /System/Library/
avalo007         16055   0.0  0.1  4355080  10484   ??  S    Wed10AM   0:00.04 /System/Library/
avalo007         16007   0.0  0.1  4329020  10832   ??  S    Wed10AM   0:00.03 /System/Library/
avalo007         15975   0.0  0.1  4353976  22848   ??  S    Wed10AM   0:00.05 /System/Library/
avalo007         15912   0.0  0.1  4358264  14156   ??  S    Wed10AM   0:00.96 /usr/libexec/pkd
avalo007         15860   0.0  0.1  4356412  11264   ??  S    Wed10AM   0:00.19 /usr/libexec/sec
avalo007         15853   0.0  0.1  4355040  17920   ??  S    Wed10AM   0:00.10 /System/Library/
avalo007         15814   0.0  0.1  4360420  12428   ??  S    Wed10AM   0:00.28 /usr/libexec/lsd
avalo007         15810   0.0  0.0  4328420   4680   ??  S    Wed10AM   0:00.25 /usr/sbin/distno
avalo007         15787   0.0  0.0  4327724   3328   ??  S    Wed10AM   0:00.60 /usr/sbin/cfpref
avalo007         15786   0.0  0.1  4354008  10204   ??  S    Wed10AM   0:00.03 /System/Library/
dittb001         14355   0.0  0.1  4456244  13800   ??  S    Tue02PM   0:00.09 /System/Library/
dittb001         14329   0.0  0.0  4327796   5976   ??  S    Tue02PM   0:00.19 /System/Library/
dittb001         14323   0.0  0.2  4455180  33796   ??  S    Tue02PM   0:00.23 /System/Library/
dittb001         14269   0.0  0.1  4355080  10460   ??  S    Tue02PM   0:00.04 /System/Library/
dittb001         14244   0.0  0.1  4329020  10856   ??  S    Tue02PM   0:00.04 /System/Library/
dittb001         14209   0.0  0.1  4327688  12560   ??  S    Tue02PM   0:00.04 /System/Library/
dittb001         14114   0.0  0.1  4354252  23424   ??  S    Tue02PM   0:00.08 /System/Library/
dittb001         14079   0.0  0.1  4358368  14192   ??  S    Tue02PM   0:02.93 /usr/libexec/pkd
delun002         14043   0.0  0.3  4446820  52796   ??  S    Tue02PM   0:01.59 /System/Library/
dittb001         14015   0.0  0.1  4354528   8708   ??  S    Tue02PM   0:00.16 /System/Library/
dittb001         13951   0.0  0.1  4354680  18280   ??  S    Tue02PM   0:00.14 /System/Library/
dittb001         13931   0.0  0.1  4360620  21876   ??  S    Tue02PM   0:05.01 /usr/libexec/sec
dittb001         13929   0.0  0.1  4358996  15332   ??  S    Tue02PM   0:00.28 /usr/libexec/lan
dittb001         13911   0.0  0.2  4371072  28652   ??  S    Tue02PM   0:10.20 /usr/libexec/lsd
dittb001         13907   0.0  0.0  4328420   5072   ??  S    Tue02PM   0:00.61 /usr/sbin/distno
dittb001         13883   0.0  0.0  4327752   3556   ??  S    Tue02PM   0:01.34 /usr/sbin/cfpref
dittb001         13882   0.0  0.1  4354188  10884   ??  S    Tue02PM   0:00.05 /System/Library/
root             13850   0.0  0.6  4393068  97548   ??  Ss   Tue02PM   0:37.76 /usr/libexec/san
herro009         12924   0.0  0.0  4354528   7164   ??  S    Mon12PM   0:00.07 /System/Library/
herro009         12789   0.0  0.1  4357736  18192   ??  S    Mon11AM   0:00.10 /System/Library/
_assetcache      11984   0.0  0.1  4359096   9860   ??  Ss   Mon10AM   0:00.50 /System/Library/
herro009         11638   0.0  0.1  4356412  11836   ??  S    Mon10AM   0:02.49 /usr/libexec/sec
gullo003         10654   0.0  0.0  4327756   5572   ??  S    Mon08AM   0:00.04 /System/Library/
gullo003          9636   0.0  0.1  4362584  12296   ??  S    Mon07AM   0:01.58 /usr/libexec/sec
root              8167   0.0  0.0  4301040   4836   ??  Ss   Sat04AM   0:00.01 /usr/sbin/aslman
root              7835   0.0  0.0  4302476   4920   ??  Ss   Sat01AM   0:00.01 /usr/libexec/app
root              7204   0.0  0.0  4294832    828   ??  SNs  Fri01AM   0:00.00 /usr/libexec/per
_usbmuxd          7021   0.0  0.0  4356976   7080   ??  Ss   Thu04PM   0:00.23 /System/Library/
root              6940   0.0  0.1  4356172  10136   ??  Ss   Thu04PM   0:00.25 /usr/libexec/sec
hanse109          6591   0.0  0.1  4302064   9196   ??  Ss   Thu03PM   0:00.01 /System/Library/
hanse109          6588   0.0  0.2  4403052  33644   ??  S    Thu03PM   0:00.58 /System/Library/
delun002          6034   0.0  0.0  4302224   8008   ??  S    13Feb20   0:00.01 /System/Library/
root              5974   0.0  0.1  4309996   9128   ??  Ss   13Feb20   0:00.01 /System/Library/
root              5973   0.0  0.2  4437220  38240   ??  Ss   13Feb20   0:00.33 /System/Library/
delun002          5952   0.0  0.1  4362184  10200   ??  S    13Feb20   0:01.27 /System/Library/
delun002          5949   0.0  0.1  4362536  12672   ??  S    13Feb20   0:07.47 /usr/libexec/sec
hanse109          5948   0.0  0.1  4360556  14484   ??  S    13Feb20   0:01.90 /usr/libexec/sec
root              5807   0.0  0.0  4354928   7888   ??  Ss   13Feb20   0:00.34 /usr/libexec/xpc
hanse109          5803   0.0  0.1  4329020  10844   ??  S    13Feb20   0:00.07 /System/Library/
delun002          5213   0.0  0.0  4327824   5532   ??  S    13Feb20   0:00.09 /System/Library/
hanse109          5170   0.0  0.1  4495676  14960   ??  S    13Feb20   0:00.13 /System/Library/
root              5151   0.0  0.1  4358188  10896   ??  Ss   13Feb20   0:01.05 /usr/libexec/rtc
hanse109          5144   0.0  0.0  4354528   7844   ??  S    13Feb20   0:00.13 /System/Library/
hanse109          5060   0.0  0.0  4327756   5568   ??  S    13Feb20   0:00.07 /System/Library/
_windowserver     5040   0.0  0.1  4836880  12784   ??  Ss   13Feb20   0:00.04 /System/Library/
hanse109          4951   0.0  0.1  4354252  24100   ??  S    13Feb20   0:00.15 /System/Library/
hanse109          4926   0.0  0.1  4355080  10460   ??  S    13Feb20   0:00.08 /System/Library/
hanse109          4880   0.0  0.0  4327796   6012   ??  S    13Feb20   0:00.14 /System/Library/
hanse109          4871   0.0  0.2  4456428  34028   ??  S    13Feb20   0:00.23 /System/Library/
hanse109          4806   0.0  0.1  4358324  16004   ??  S    13Feb20   0:02.64 /usr/libexec/pkd
hanse109          4752   0.0  0.1  4355364  18724   ??  S    13Feb20   0:00.31 /System/Library/
hanse109          4719   0.0  0.1  4363200  17396   ??  S    13Feb20   0:01.60 /usr/libexec/lsd
hanse109          4715   0.0  0.0  4328420   5512   ??  S    13Feb20   0:01.37 /usr/sbin/distno
hanse109          4692   0.0  0.0  4327792   3728   ??  S    13Feb20   0:03.16 /usr/sbin/cfpref
hanse109          4691   0.0  0.1  4354740  12656   ??  S    13Feb20   0:00.27 /System/Library/
root              4577   0.0  0.1  4845316  20888   ??  Ss   13Feb20   0:00.09 /System/Library/
delun002          4575   0.0  0.1  4354768  19532   ??  S    13Feb20   0:00.31 /System/Library/
delun002          4570   0.0  0.1  4357960  17868   ??  S    13Feb20   0:00.29 /System/Library/
delun002          4569   0.0  0.1  4355220  14488   ??  Ss   13Feb20   0:00.15 /System/Library/
root              4566   0.0  0.1  4327908   8792   ??  Ss   13Feb20   0:00.04 /usr/libexec/tzd
delun002          4564   0.0  0.1  4357980  18488   ??  S    13Feb20   0:00.87 /usr/libexec/sil
delun002          4562   0.0  0.1  4354804  10544   ??  S    13Feb20   0:00.17 /System/Library/
root              4348   0.0  0.0  4302000    808   ??  SNs  13Feb20   0:00.00 /usr/libexec/per
root              4284   0.0  0.0  4294832    828   ??  SNs  13Feb20   0:00.01 /usr/libexec/per
delun002          4283   0.0  0.1  4358836  21912   ??  S    13Feb20   0:01.02 /System/Library/
delun002          4265   0.0  0.0  4305748   5212   ??  S    13Feb20   0:00.02 /usr/libexec/spi
root              4215   0.0  0.0  4328528   5000   ??  Ss   12Feb20   0:00.06 /usr/libexec/mob
delun002          4148   0.0  0.1  4377300  12344   ??  S    12Feb20   0:02.47 /System/Library/
root              4119   0.0  0.1  4353788  12120   ??  Ss   12Feb20   0:00.13 /System/Library/
delun002          4073   0.0  0.3 106199428  44124   ??  Ss   12Feb20   0:01.69 /System/Library/
delun002          4005   0.0  0.1  4836048  23020   ??  Ss   12Feb20   0:00.21 /System/Library/
delun002          4002   0.0  0.3  4940248  44768   ??  Ss   12Feb20   0:02.22 /System/Library/
_windowserver     3859   0.0  0.1  4836300  19688   ??  Ss   12Feb20   0:00.20 /System/Library/
delun002          3855   0.0  0.0  4357468   8376   ??  S    12Feb20   0:00.31 /System/Library/
delun002          3854   0.0  0.0  4327856   6892   ??  S    12Feb20   0:00.07 /System/Library/
root              3772   0.0  0.5  4381124  81340   ??  Ss   12Feb20   0:06.01 /System/Library/
delun002          3381   0.0  0.0  4388428   6568   ??  S    12Feb20   0:00.52 /System/Library/
delun002          3380   0.0  0.1  4837344  16104   ??  Ss   12Feb20   0:00.04 /System/Library/
delun002          3379   0.0  0.1  4900680  20292   ??  S    12Feb20   0:01.57 /System/Library/
delun002          3371   0.0  0.1  4364548  19352   ??  S    12Feb20   0:01.87 /usr/libexec/key
delun002          3370   0.0  0.6  4597264  92300   ??  S    12Feb20   0:01.67 /System/Library/
delun002          3367   0.0  0.0  4327756   5540   ??  S    12Feb20   0:00.08 /System/Library/
delun002          3366   0.0  0.2  4459372  35016   ??  Ss   12Feb20   0:00.85 /System/Library/
delun002          3364   0.0  0.1  4364648  22120   ??  S    12Feb20   0:02.57 /System/Library/
delun002          3351   0.0  0.1  4496700  24668   ??  S    12Feb20   0:00.54 /System/Library/
delun002          3350   0.0  0.2  4646776  37264   ??  S    12Feb20   0:00.86 /System/Library/
delun002          3344   0.0  0.1  4354520  11956   ??  Ss   12Feb20   0:00.16 /System/Library/
delun002          3342   0.0  0.1  4356616  12060   ??  Ss   12Feb20   0:00.30 /System/Library/
delun002          3331   0.0  0.2  4400352  25548   ??  S    12Feb20   1:11.23 /System/Library/
delun002          3326   0.0  0.2  4469960  37128   ??  S    12Feb20   0:00.12 /System/Library/
delun002          3325   0.0  0.0  4327796   5964   ??  S    12Feb20   0:00.38 /System/Library/
delun002          3324   0.0  0.2  5000188  41388   ??  Ss   12Feb20   0:01.14 /Applications/Sa
delun002          3323   0.0  0.2  4845248  26108   ??  Ss   12Feb20   0:00.33 /System/Library/
delun002          3321   0.0  0.4  4484372  64264   ??  Ss   12Feb20   0:20.48 /System/Library/
delun002          3319   0.0  0.2  4455404  33852   ??  S    12Feb20   0:00.34 /System/Library/
delun002          3318   0.0  0.1  4358040  13052   ??  Ss   12Feb20   0:00.13 /System/Library/
delun002          3317   0.0  0.1  4376948  23172   ??  S    12Feb20   0:01.35 /System/Library/
delun002          3316   0.0  0.1  4373980  22920   ??  S    12Feb20   0:03.03 /System/Library/
delun002          3315   0.0  0.1  4355028  15644   ??  S    12Feb20   0:00.13 /System/Library/
delun002          3313   0.0  0.9  6327132 155356   ??  S    12Feb20   4:21.78 /Applications/Sa
delun002          3307   0.0  0.2  4421304  34364   ??  Ss   12Feb20   0:01.92 /Applications/Ut
delun002          3300   0.0  0.1  4355664  13120   ??  S    12Feb20   0:37.60 /Applications/Ut
delun002          3298   0.0  0.4  5032384  72360   ??  S    12Feb20   0:22.35 /Applications/Ut
delun002          3297   0.0  0.2  4962496  29632   ??  S    12Feb20   0:07.21 /Applications/Ut
delun002          3294   0.0  0.8  4869048 126584   ??  S    12Feb20   5:13.73 /Applications/Ut
delun002          3293   0.0  0.1  4358520  11020   ??  S    12Feb20   0:00.16 /System/Library/
delun002          3288   0.0  0.4  5026988  59184   ??  S    12Feb20   0:03.91 /Library/Applica
delun002          3286   0.0  0.1  4355664  12988   ??  S    12Feb20   0:30.93 /Library/Applica
delun002          3284   0.0  0.5  4804584  79820   ??  S    12Feb20   0:00.85 /Applications/Ut
delun002          3283   0.0  0.1  4355664  13028   ??  S    12Feb20   0:31.36 /Applications/Ut
delun002          3282   0.0  0.1  4354516  11000   ??  S    12Feb20   0:00.11 /System/Library/
delun002          3281   0.0  0.1  4355080  10472   ??  S    12Feb20   0:00.10 /System/Library/
delun002          3280   0.0  0.1  4839696   9248   ??  S    12Feb20   0:00.02 SafeEjectGPUAgen
delun002          3278   0.0  0.2  4893700  35828   ??  Ss   12Feb20   0:01.77 /System/Library/
delun002          3273   0.0  1.1  5644296 184108   ??  S    12Feb20   0:31.58 /Library/Applica
delun002          3272   0.0  0.0  4355660   8288   ??  Ss   12Feb20   0:00.12 /System/Library/
delun002          3270   0.0  0.3  4660344  51360   ??  S    12Feb20   3:46.05 /Applications/Ut
_gamecontrollerd  3269   0.0  0.1  4327912  10564   ??  Ss   12Feb20   0:02.74 /usr/libexec/gam
delun002          3268   0.0  0.1  4380968  15932   ??  S    12Feb20   0:15.28 /Library/Applica
delun002          3266   0.0  0.3  4369080  46756   ??  S    12Feb20   0:08.60 /System/Library/
delun002          3264   0.0  0.1  4356048  14916   ??  S    12Feb20   0:00.95 /usr/libexec/vid
delun002          3258   0.0  0.0  4327636   5180   ??  Ss   12Feb20   0:00.02 /System/Library/
delun002          3257   0.0  0.1  4354300  13652   ??  Ss   12Feb20   0:00.50 /System/Library/
delun002          3256   0.0  0.1  4845260  13828   ??  Ss   12Feb20   0:00.05 /System/Library/
delun002          3254   0.0  0.1  4837440  17848   ??  Ss   12Feb20   0:00.07 /System/Library/
delun002          3252   0.0  0.2  4369092  30176   ??  S    12Feb20   0:03.54 /System/Library/
delun002          3248   0.0  0.1  4329020  10836   ??  S    12Feb20   0:00.08 /System/Library/
delun002          3247   0.0  0.1  4394056  21984   ??  Ss   12Feb20   0:00.36 /System/Library/
delun002          3246   0.0  0.1  4846560  16236   ??  Ss   12Feb20   0:00.05 /System/Library/
delun002          3245   0.0  0.1  4328584  11012   ??  S    12Feb20   0:00.10 /System/Library/
delun002          3243   0.0  0.3  4414652  52648   ??  S    12Feb20   3:33.92 /Library/Applica
delun002          3241   0.0  0.1  4382836  22568   ??  S    12Feb20   0:02.72 /System/Library/
delun002          3240   0.0  0.4  4725576  67064   ??  S    12Feb20   2:11.82 /Applications/Ut
delun002          3239   0.0  0.1  4355488  19404   ??  S    12Feb20   0:01.12 /System/Library/
delun002          3238   0.0  0.1  4362456  16852   ??  S    12Feb20   0:01.59 /usr/libexec/kno
delun002          3237   0.0  0.1  4885132  15676   ??  S    12Feb20   0:01.54 /System/Library/
delun002          3236   0.0  0.1  4388368  18128   ??  S    12Feb20   0:01.38 /Library/Applica
delun002          3233   0.0  0.1  4355252  17148   ??  S    12Feb20   0:00.19 /System/Library/
delun002          3231   0.0  0.1  4361220  13688   ??  S    12Feb20   0:01.86 /System/Library/
delun002          3229   0.0  0.1  4355316  12020   ??  SN   12Feb20   0:00.15 /usr/local/jamf/
delun002          3227   0.0  0.1  4353896  12596   ??  S    12Feb20   0:00.12 /System/Library/
delun002          3222   0.0  0.1  4327400  17620   ??  S    12Feb20   0:00.06 /System/Library/
delun002          3215   0.0  0.3  4963324  58004   ??  S    12Feb20   0:04.04 /System/Library/
delun002          3214   0.0  0.3  4943064  54764   ??  S    12Feb20   0:08.27 /System/Library/
delun002          3213   0.0  0.6  4983308 108496   ??  S    12Feb20   0:06.64 /System/Library/
delun002          3212   0.0  0.0  4319472   8364   ??  Ss   12Feb20   0:00.02 /System/Library/
delun002          3211   0.0  0.1  4356616  10920   ??  Ss   12Feb20   0:00.30 /System/Library/
delun002          3210   0.0  0.0  4359792   7668   ??  S    12Feb20   0:00.40 /System/Library/
_fpsd             3209   0.0  0.0  4329060   6256   ??  Ss   12Feb20   0:00.58 /System/Library/
delun002          3206   0.0  0.1  4327384  15416   ??  Ss   12Feb20   0:00.17 /System/Library/
delun002          3205   0.0  0.1  4354620  14012   ??  S    12Feb20   0:00.17 /usr/libexec/sir
delun002          3184   0.0  0.1  4328468  13428   ??  S    12Feb20   0:00.21 /System/Library/
delun002          3181   0.0  0.1  4359708  18676   ??  S    12Feb20   0:00.29 /System/Library/
delun002          3180   0.0  0.2  4405604  31540   ??  Ss   12Feb20   0:00.81 /System/Library/
delun002          3179   0.0  0.1  4354252  23304   ??  S    12Feb20   0:00.23 /System/Library/
delun002          3172   0.0  0.0  4354076   7668   ??  S    12Feb20   0:00.43 /System/Library/
delun002          3171   0.0  0.1  4360728  16532   ??  S    12Feb20   0:01.13 /System/Library/
delun002          3170   0.0  0.2  4405792  35048   ??  S    12Feb20   0:03.12 /System/Library/
delun002          3168   0.0  0.1  4363504  17196   ??  S    12Feb20   0:00.84 /System/Library/
delun002          3166   0.0  0.1  4360688  10480   ??  S    12Feb20   0:26.29 /System/Library/
delun002          3158   0.0  0.1  4889444  16272   ??  S    12Feb20   0:01.59 /System/Library/
root              3155   0.0  0.1  4354956  10748   ??  S    12Feb20   0:01.39 /System/Library/
delun002          3151   0.0  0.1  4360004  10968   ??  S    12Feb20   0:01.06 /System/Library/
delun002          3150   0.0  0.1  4381292  17104   ??  S    12Feb20   0:01.93 /System/Library/
delun002          3104   0.0  0.1  4368980  24936   ??  S    12Feb20   0:03.37 /System/Library/
delun002          3101   0.0  0.1  4846560  17796   ??  Ss   12Feb20   0:00.07 /System/Library/
delun002          3100   0.0  0.1  4329024  18332   ??  S    12Feb20   0:00.21 /System/Library/
delun002          3099   0.0  0.1  4359464  18336   ??  S    12Feb20   0:22.52 /usr/libexec/pkd
delun002          3097   0.0  0.1  4355408  11372   ??  Ss   12Feb20   0:00.43 /System/Library/
delun002          3091   0.0  0.1  4327688  12140   ??  S    12Feb20   0:00.11 /System/Library/
delun002          3077   0.0  0.1  4355560  14008   ??  Ss   12Feb20   0:00.47 /System/Library/
delun002          3076   0.0  0.0  4327160   4696   ??  Ss   12Feb20   0:00.02 /System/Library/
delun002          3075   0.0  0.1  4355816  22928   ??  S    12Feb20   0:00.32 /usr/libexec/fmf
delun002          3074   0.0  0.0  4327200   5956   ??  S    12Feb20   0:00.11 /System/Library/
delun002          3073   0.0  0.1  4354584  18320   ??  S    12Feb20   0:00.11 /System/Library/
delun002          3072   0.0  0.1  4356564  11408   ??  S    12Feb20   0:01.31 /System/Library/
delun002          3070   0.0  0.2  4360036  31896   ??  S    12Feb20   0:00.40 /System/Library/
delun002          3069   0.0  0.1  4355528  14436   ??  Ss   12Feb20   0:00.50 /System/Library/
delun002          3068   0.0  0.1  4356196   9748   ??  S    12Feb20   0:00.50 /System/Library/
delun002          3064   0.0  0.2  4361720  28880   ??  S    12Feb20   0:03.05 /System/Library/
delun002          3063   0.0  0.1  4354976  12884   ??  S    12Feb20   0:01.60 /System/Library/
delun002          3062   0.0  0.1  4373672  15552   ??  S    12Feb20   0:01.97 /System/Library/
delun002          3061   0.0  0.0  4328280   7368   ??  S    12Feb20   0:00.07 /usr/libexec/pbo
delun002          3059   0.0  0.0  4355340   8316   ??  S    12Feb20   0:00.46 /System/Library/
delun002          3058   0.0  0.0  4356424   7544   ??  S    12Feb20   0:00.57 /usr/libexec/swc
delun002          3056   0.0  0.0  4358952   8372   ??  S    12Feb20   0:00.38 /System/Library/
delun002          3055   0.0  0.2  4512956  31304   ??  S    12Feb20   0:02.08 /System/Library/
delun002          3053   0.0  0.1  4360516  13044   ??  S    12Feb20   0:02.51 /usr/libexec/nsu
delun002          3051   0.0  0.1  4354528   8532   ??  S    12Feb20   0:00.18 /System/Library/
delun002          3049   0.0  0.1  4358880  18880   ??  S    12Feb20   0:00.17 /System/Library/
delun002          3047   0.0  0.2  4361456  32004   ??  Ss   12Feb20   0:01.54 /System/Library/
delun002          3043   0.0  0.1  4327852  18880   ??  S    12Feb20   0:01.84 /System/Library/
delun002          3017   0.0  0.2  4373700  32268   ??  S    12Feb20   0:01.34 /System/Library/
delun002          3016   0.0  0.2  4327356  26640   ??  S    12Feb20   0:00.12 /System/Library/
delun002          3015   0.0  0.1  4354824  14980   ??  S    12Feb20   0:00.78 /System/Library/
delun002          3014   0.0  0.1  4327196   8556   ??  S    12Feb20   0:00.06 /System/Library/
delun002          3012   0.0  0.0  4327640   6460   ??  S    12Feb20   0:00.11 /System/Library/
delun002          3009   0.0  0.2  4473056  39636   ??  S    12Feb20   0:09.81 /System/Library/
delun002          3008   0.0  0.2  4380668  38428   ??  S    12Feb20   0:03.54 /System/Library/
delun002          3007   0.0  0.2  4353856  27636   ??  S    12Feb20   0:00.17 /System/Library/
delun002          3006   0.0  0.1  4327436   9212   ??  S    12Feb20   0:00.02 /System/Library/
delun002          3005   0.0  0.1  4366456  22440   ??  S    12Feb20   0:01.66 /usr/libexec/adp
delun002          3004   0.0  0.1  4353924  15124   ??  S    12Feb20   0:00.12 /System/Library/
delun002          3003   0.0  0.1  4373660  13992   ??  S    12Feb20   0:01.46 /System/Library/
delun002          3001   0.0  0.5  4955288  82168   ??  S    12Feb20   0:06.79 /System/Library/
delun002          2999   0.0  0.0  4327780   5748   ??  S    12Feb20   0:00.08 /System/Library/
delun002          2998   0.0  0.3  4374932  44392   ??  S    12Feb20   0:03.89 /System/Library/
delun002          2997   0.0  0.1  4355796  12008   ??  S    12Feb20   0:00.19 /usr/libexec/net
delun002          2996   0.0  0.1  4357256  17264   ??  S    12Feb20   0:01.03 /usr/sbin/userno
delun002          2995   0.0  0.2  4363800  39148   ??  S    12Feb20   0:04.21 /usr/libexec/rou
delun002          2994   0.0  0.1  4355488  19444   ??  S    12Feb20   0:00.67 /usr/libexec/rap
delun002          2989   0.0  0.1  4327352  18512   ??  S    12Feb20   0:00.41 /System/Library/
delun002          2986   0.0  0.1  4354856  18792   ??  S    12Feb20   0:00.46 /System/Library/
delun002          2984   0.0  0.1  4355792  24660   ??  S    12Feb20   0:01.09 /System/Library/
delun002          2983   0.0  0.3  4455548  44768   ??  S    12Feb20   0:05.77 /System/Library/
delun002          2982   0.0  0.1  4364480  21432   ??  S    12Feb20   0:03.61 /usr/libexec/nsu
delun002          2981   0.0  0.1  4359932  11136   ??  S    12Feb20   0:00.74 /System/Library/
delun002          2977   0.0  0.1  4364752  21404   ??  S    12Feb20   0:01.57 /System/Library/
